"store_id" "city" "region" "latitude" "longitude" "opened" "closed"
"1" 1 "Тольятти" "Волга" 49.3683505091583 53.568495752028 2001-06-07 NA
"2" 2 "Нижний Новгород" "Волга" 43.8591643145866 56.1937360001527 2001-07-14 NA
"3" 3 "Волгоград" "Волга" 44.5580604214503 48.6976192341383 2001-08-06 NA
"4" 4 "Волгоград" "Волга" 44.5592327853947 48.7125746482248 2001-08-18 NA
"5" 5 "Ижевск" "Урал" 53.269389010323 56.8293653793679 2001-09-25 NA
"6" 6 "Санкт-Петербург" "Санкт-Петербург" 30.3406851693863 60.0562850503736 2001-11-11 NA
"7" 7 "Оренбург" "Сибирь" 55.0646207253571 51.823982310749 2001-12-23 2006-09-16
"8" 8 "Москва" "Москва" 37.7087734929207 55.7019821187972 2002-01-06 NA
"9" 9 "Челябинск" "Урал" 61.407889543602 55.0706706141974 2002-01-09 NA
"10" 10 "Махачкала" "Юг" 47.5881749002439 42.8697918780333 2002-01-14 NA
"11" 11 "Москва" "Москва" 37.6463135723412 55.8204559008383 2002-02-16 NA
"12" 12 "Москва" "Москва" 37.6785460506487 55.8504426613707 2002-02-23 NA
"13" 13 "Хабаровск" "Дальний Восток" 134.93131689574 48.359400659333 2002-02-25 NA
"14" 14 "Омск" "Сибирь" 73.3594530375244 54.9133114563701 2002-03-12 NA
"15" 15 "Санкт-Петербург" "Санкт-Петербург" 30.2324711642104 59.9374083227265 2002-04-14 NA
"16" 16 "Красноярск" "Сибирь" 92.9774031402494 55.9636310933153 2002-04-27 NA
"17" 17 "Саратов" "Волга" 46.0528642114547 51.4521438170437 2002-05-04 NA
"18" 18 "Санкт-Петербург" "Санкт-Петербург" 30.1936205631463 59.8260896812911 2002-05-25 NA
"19" 19 "Москва" "Москва" 37.5426990151327 55.6725790536754 2002-06-18 NA
"20" 20 "Нижний Новгород" "Волга" 44.0526505251042 56.397160095422 2002-07-01 NA
"21" 21 "Тюмень" "Сибирь" 65.4441610926229 57.1593729107231 2002-07-11 NA
"22" 22 "Москва" "Москва" 37.5883870989471 55.7513423943684 2002-07-23 NA
"23" 23 "Москва" "Москва" 37.7662435400454 55.8230405994716 2002-08-31 NA
"24" 24 "Москва" "Москва" 37.6342767926087 55.7510566416687 2002-10-09 NA
"25" 25 "Санкт-Петербург" "Санкт-Петербург" 30.2603268259313 59.9762253780869 2002-11-17 NA
"26" 26 "Самара" "Волга" 49.9661491924592 53.0698114280129 2002-12-04 2004-10-12
"27" 27 "Ростов-на-Дону" "Юг" 39.578388299989 47.3230802937592 2002-12-24 NA
"28" 28 "Пермь" "Урал" 56.3169878608246 58.0950130081699 2003-01-28 NA
"29" 29 "Воронеж" "Центр" 39.1799032433987 51.6190950663286 2003-02-02 NA
"30" 30 "Барнаул" "Сибирь" 83.8674057875024 53.3696342337329 2003-02-22 NA
"31" 31 "Санкт-Петербург" "Санкт-Петербург" 30.2222562767674 59.9628908316392 2003-03-30 NA
"32" 32 "Саратов" "Волга" 45.9939503484701 51.5573594631839 2003-05-10 NA
"33" 33 "Ульяновск" "Волга" 48.2229703221427 54.1690991656221 2003-06-16 NA
"34" 34 "Краснодар" "Юг" 38.9643388579022 45.0738320745919 2003-06-21 NA
"35" 35 "Воронеж" "Центр" 39.2552918664976 51.7186514167106 2003-06-27 NA
"36" 36 "Тюмень" "Сибирь" 65.6696034373648 57.0646283131847 2003-07-30 NA
"37" 37 "Пермь" "Урал" 56.1646730717669 58.0562343130783 2003-08-25 NA
"38" 38 "Москва" "Москва" 37.6674151635417 55.6911340605725 2003-08-29 2005-10-25
"39" 39 "Новосибирск" "Сибирь" 82.8824282308485 55.0063860671799 2003-08-30 NA
"40" 40 "Барнаул" "Сибирь" 83.7685074133063 53.2760515707463 2003-10-15 NA
"41" 41 "Санкт-Петербург" "Санкт-Петербург" 30.4596311060587 60.067501483813 2003-11-30 NA
"42" 43 "Санкт-Петербург" "Санкт-Петербург" 30.2606806045507 59.8064342185176 2003-12-23 NA
"43" 44 "Краснодар" "Юг" 39.1234839420188 45.0834091461422 2003-12-31 NA
"44" 46 "Казань" "Волга" 49.2416357188469 55.657506859878 2004-01-04 NA
"45" 47 "Оренбург" "Сибирь" 55.1805635846808 51.7173417928977 2004-01-31 NA
"46" 48 "Санкт-Петербург" "Санкт-Петербург" 30.2425753661074 59.9141397490186 2004-02-18 NA
"47" 49 "Москва" "Москва" 37.5816506724726 55.7027789767623 2004-03-25 2006-10-01
"48" 50 "Ростов-на-Дону" "Юг" 39.72392910515 47.1319246722566 2004-05-05 NA
"49" 51 "Москва" "Москва" 37.5855821639919 55.8392138465332 2004-06-18 NA
"50" 52 "Барнаул" "Сибирь" 83.656663179813 53.2061888561036 2004-07-19 NA
"51" 53 "Тольятти" "Волга" 49.3570188081357 53.3999740474799 2004-08-20 NA
"52" 54 "Москва" "Москва" 37.7492989941654 55.721672710965 2004-08-31 NA
"53" 55 "Ижевск" "Урал" 53.3011624241572 56.9535758861852 2004-09-27 NA
"54" 56 "Ижевск" "Урал" 53.216624365826 56.9909086535265 2004-10-28 NA
"55" 57 "Самара" "Волга" 49.9642542412665 53.3072951659566 2004-11-28 NA
"56" 58 "Санкт-Петербург" "Санкт-Петербург" 30.3392425706486 60.0586697526761 2005-01-04 NA
"57" 59 "Уфа" "Урал" 56.0624121284895 54.7000633292312 2005-01-19 NA
"58" 60 "Екатеринбург" "Урал" 60.704929739168 56.7328615375767 2005-02-25 NA
"59" 61 "Иркутск" "Сибирь" 104.300997053206 52.385014519845 2005-03-06 2007-11-01
"60" 62 "Москва" "Москва" 37.5549291611105 55.6024831469428 2005-04-09 NA
"61" 63 "Санкт-Петербург" "Санкт-Петербург" 30.4452503556727 59.9957451301647 2005-04-24 NA
"62" 64 "Ярославль" "Волга" 39.8618726696612 57.6738370330344 2005-04-27 NA
"63" 65 "Воронеж" "Центр" 39.3403639039588 51.7990359877693 2005-06-05 2007-02-05
"64" 66 "Москва" "Москва" 37.4793821782959 55.8399266025076 2005-06-14 NA
"65" 67 "Казань" "Волга" 49.2022825865757 55.8571674026716 2005-06-15 NA
"66" 68 "Москва" "Москва" 37.6782775772424 55.8218494627882 2005-07-10 NA
"67" 69 "Москва" "Москва" 37.7456315692668 55.7393235042017 2005-08-10 NA
"68" 70 "Томск" "Сибирь" 84.907154380273 56.4859002504876 2005-09-08 NA
"69" 71 "Москва" "Москва" 37.7321044912716 55.6575272723591 2005-09-14 2008-06-11
"70" 72 "Махачкала" "Юг" 47.6403804693547 42.8681268767406 2005-10-30 NA
"71" 73 "Екатеринбург" "Урал" 60.7360337473928 56.8548568178173 2005-11-14 NA
"72" 74 "Омск" "Сибирь" 73.3574356668897 55.1038040674459 2005-11-21 NA
"73" 75 "Москва" "Москва" 37.4881080174973 55.8334875269119 2005-11-23 NA
"74" 76 "Барнаул" "Сибирь" 83.6335322927647 53.3706620290561 2005-12-11 NA
"75" 77 "Москва" "Москва" 37.6267062607375 55.6119595957712 2005-12-31 NA
"76" 78 "Кемерово" "Сибирь" 86.0909194801466 55.4028784955367 2006-01-07 NA
"77" 79 "Красноярск" "Сибирь" 92.9613402677651 55.8910065371073 2006-02-04 NA
"78" 80 "Хабаровск" "Дальний Восток" 135.069266453086 48.5437160967374 2006-03-09 NA
"79" 81 "Томск" "Сибирь" 85.0347632935494 56.6005831937451 2006-04-21 NA
"80" 82 "Саратов" "Волга" 46.0646551457064 51.6057452012066 2006-05-09 2010-11-11
"81" 83 "Новосибирск" "Сибирь" 82.9963456839466 54.9414823696222 2006-06-10 NA
"82" 84 "Нижний Новгород" "Волга" 44.0072705458011 56.442122262347 2006-07-15 NA
"83" 85 "Ростов-на-Дону" "Юг" 39.6367713862894 47.2835162647715 2006-08-22 NA
"84" 86 "Москва" "Москва" 37.7393541208622 55.8068783106307 2006-09-29 NA
"85" 87 "Екатеринбург" "Урал" 60.6990177425101 56.6930222548517 2006-10-06 NA
"86" 88 "Москва" "Москва" 37.6637880728501 55.8291160355579 2006-11-06 NA
"87" 89 "Хабаровск" "Дальний Восток" 135.067646121889 48.3613663470829 2006-12-24 NA
"88" 90 "Москва" "Москва" 37.7323274628181 55.7814089937859 2007-01-07 NA
"89" 91 "Москва" "Москва" 37.6859330195389 55.6489323699406 2007-01-15 NA
"90" 92 "Нижний Новгород" "Волга" 43.8724326630681 56.2505395513759 2007-02-16 NA
"91" 93 "Ульяновск" "Волга" 48.3133223304482 54.1869756655599 2007-04-05 NA
"92" 94 "Саратов" "Волга" 46.153322701046 51.6322805716635 2007-05-11 NA
"93" 95 "Екатеринбург" "Урал" 60.6434519996644 56.7060438428279 2007-06-17 NA
"94" 96 "Санкт-Петербург" "Санкт-Петербург" 30.2153077196205 59.9641871638616 2007-07-30 NA
"95" 97 "Омск" "Сибирь" 73.4287666965778 54.994593766069 2007-08-15 NA
"96" 98 "Москва" "Москва" 37.707833733006 55.7809009811633 2007-09-01 NA
"97" 99 "Казань" "Волга" 49.1308231487854 55.8185486769005 2007-10-14 NA
"98" 100 "Санкт-Петербург" "Санкт-Петербург" 30.19198957408 59.851560178727 2007-10-25 NA
"99" 101 "Москва" "Москва" 37.5633478141078 55.7078458683823 2007-12-06 NA
"100" 102 "Пермь" "Урал" 56.2443767533802 57.9205414931952 2008-01-14 NA
"101" 103 "Москва" "Москва" 37.6746228035694 55.7320417488717 2008-01-18 NA
"102" 104 "Москва" "Москва" 37.5323182723872 55.7690112068808 2008-02-21 NA
"103" 105 "Иркутск" "Сибирь" 104.371019224197 52.2932860251329 2008-03-23 NA
"104" 106 "Санкт-Петербург" "Санкт-Петербург" 30.2052633592036 60.0162497020113 2008-04-10 NA
"105" 107 "Иркутск" "Сибирь" 104.150951927065 52.2938438831175 2008-04-29 NA
"106" 108 "Волгоград" "Волга" 44.5278452901684 48.5669761231133 2008-05-13 NA
"107" 109 "Москва" "Москва" 37.557700618465 55.8091484286148 2008-06-26 NA
"108" 110 "Волгоград" "Волга" 44.4100674723557 48.7142014800767 2008-07-04 NA
"109" 111 "Уфа" "Урал" 55.8874788741665 54.6112486072995 2008-07-05 NA
"110" 112 "Москва" "Москва" 37.6829980734424 55.6807889793326 2008-07-17 NA
"111" 113 "Москва" "Москва" 37.7587098523663 55.6482077509189 2008-07-21 NA
"112" 114 "Москва" "Москва" 37.5486885824628 55.6463569388982 2008-08-18 NA
"113" 115 "Ульяновск" "Волга" 48.4741420950698 54.2257536298893 2008-10-01 NA
"114" 116 "Казань" "Волга" 49.2550061478729 55.6929415534883 2008-10-18 NA
"115" 117 "Москва" "Москва" 37.5875289288969 55.7114311972192 2008-10-30 NA
"116" 118 "Москва" "Москва" 37.5454168287958 55.710092097174 2008-11-06 NA
"117" 119 "Казань" "Волга" 49.2288042062412 55.8307102220998 2008-11-22 NA
"118" 120 "Москва" "Москва" 37.6100797730885 55.8437967023138 2008-11-27 NA
"119" 121 "Москва" "Москва" 37.5984234299199 55.853284312694 2008-12-19 NA
"120" 122 "Москва" "Москва" 37.5189511032929 55.6784712604504 2009-01-01 NA
"121" 123 "Москва" "Москва" 37.7646422637781 55.8477655750957 2009-02-03 NA
"122" 124 "Ярославль" "Волга" 40.0274652821037 57.5336729929355 2009-02-19 NA
"123" 125 "Москва" "Москва" 37.6413536277288 55.6966341227318 2009-03-22 NA
"124" 126 "Краснодар" "Юг" 39.0606087429105 45.0903009755462 2009-04-13 NA
"125" 127 "Челябинск" "Урал" 61.3131141153981 55.0617471697429 2009-05-13 NA
"126" 128 "Москва" "Москва" 37.6330275335736 55.7529603533471 2009-05-15 NA
"127" 129 "Томск" "Сибирь" 85.0922524845218 56.5749791819515 2009-05-31 NA
"128" 130 "Москва" "Москва" 37.6363641861515 55.7140839350434 2009-06-19 NA
"129" 131 "Оренбург" "Сибирь" 55.0382965688716 51.7573039378388 2009-06-25 NA
"130" 132 "Екатеринбург" "Урал" 60.4758083309756 56.9456862462657 2009-07-15 NA
"131" 133 "Санкт-Петербург" "Санкт-Петербург" 30.1679602508076 60.0722628707086 2009-08-19 NA
"132" 134 "Новосибирск" "Сибирь" 82.7914035766296 55.0482109609497 2009-09-21 NA
"133" 135 "Казань" "Волга" 49.250062580731 55.7353646733965 2009-10-28 NA
"134" 136 "Казань" "Волга" 49.2400345983433 55.9255622032731 2009-12-15 NA
"135" 137 "Воронеж" "Центр" 39.0547382962522 51.6412811487439 2010-01-13 NA
"136" 138 "Санкт-Петербург" "Санкт-Петербург" 30.1788470407591 60.0394585082793 2010-02-11 NA
"137" 139 "Москва" "Москва" 37.5151157475231 55.65925930443 2010-02-12 NA
"138" 140 "Тюмень" "Сибирь" 65.5242457443781 57.0698313345257 2010-03-22 NA
"139" 141 "Санкт-Петербург" "Санкт-Петербург" 30.3674996870446 59.8284222061766 2010-04-21 NA
"140" 142 "Санкт-Петербург" "Санкт-Петербург" 30.4209415288983 59.8861153345109 2010-05-25 NA
"141" 143 "Санкт-Петербург" "Санкт-Петербург" 30.3168486280708 59.9150889665839 2010-06-29 NA
"142" 144 "Ярославль" "Волга" 39.8558444491846 57.4888697316676 2010-08-06 NA
"143" 145 "Новосибирск" "Сибирь" 82.9800528580699 55.0164942447533 2010-08-26 NA
"144" 146 "Владивосток" "Дальний Восток" 132.024441492207 43.2370164151123 2010-09-30 NA
"145" 147 "Ростов-на-Дону" "Юг" 39.5949908040095 47.3425205473969 2010-10-04 NA
"146" 148 "Краснодар" "Юг" 38.8893211428896 44.9897973862169 2010-10-07 2014-03-09
"147" 149 "Кемерово" "Сибирь" 86.1635190759551 55.2143336244607 2010-10-10 NA
"148" 150 "Москва" "Москва" 37.5699930529497 55.7748936920451 2010-10-16 NA
"149" 151 "Санкт-Петербург" "Санкт-Петербург" 30.1779701946412 59.9440086287699 2010-10-30 NA
"150" 152 "Москва" "Москва" 37.5198783081645 55.6097166497518 2010-11-09 NA
"151" 153 "Москва" "Москва" 37.7642542849682 55.6783703249438 2010-11-29 NA
"152" 154 "Санкт-Петербург" "Санкт-Петербург" 30.3555977870819 59.8199493438491 2010-12-04 NA
"153" 155 "Челябинск" "Урал" 61.344469897554 55.1392378735743 2011-01-12 2005-04-17
"154" 156 "Оренбург" "Сибирь" 55.1902607221046 51.6508994742179 2011-01-22 NA
"155" 157 "Ярославль" "Волга" 40.0006414296597 57.5006517667827 2011-02-13 NA
"156" 158 "Ростов-на-Дону" "Юг" 39.7346752323074 47.261325529003 2011-03-02 2014-07-06
"157" 159 "Томск" "Сибирь" 84.9516646930472 56.4692128810246 2011-04-14 2013-05-06
"158" 160 "Москва" "Москва" 37.5200598238656 55.6924718419347 2011-05-09 NA
"159" 161 "Самара" "Волга" 50.0058108619575 53.2390422124421 2011-05-31 NA
"160" 162 "Кемерово" "Сибирь" 86.0716402152784 55.4802561309868 2011-06-09 NA
"161" 163 "Москва" "Москва" 37.6494425517428 55.6974104573975 2011-07-19 NA
"162" 164 "Махачкала" "Юг" 47.4510863650301 42.8836087118554 2011-08-30 NA
"163" 165 "Казань" "Волга" 49.1829709611351 55.7066565078617 2011-09-21 2016-12-12
"164" 166 "Москва" "Москва" 37.469511318455 55.7324894409186 2011-11-08 NA
"165" 167 "Москва" "Москва" 37.4752962886277 55.6433594594036 2011-12-14 NA
"166" 168 "Москва" "Москва" 37.5123231489831 55.6398197504018 2012-01-26 NA
"167" 169 "Москва" "Москва" 37.5639895619513 55.6822687975621 2012-02-20 NA
"168" 170 "Нижний Новгород" "Волга" 43.9481050899344 56.4673180674235 2012-03-03 NA
"169" 171 "Москва" "Москва" 37.5918461970906 55.6244290795202 2012-04-02 NA
"170" 172 "Москва" "Москва" 37.4929305687468 55.6233023992531 2012-05-18 2014-09-10
"171" 173 "Нижний Новгород" "Волга" 44.1328930490277 56.2412487939032 2012-06-11 NA
"172" 174 "Ижевск" "Урал" 53.0985552900097 56.90636622068 2012-06-29 NA
"173" 175 "Казань" "Волга" 49.2042772862578 55.9128142458786 2012-07-30 NA
"174" 176 "Омск" "Сибирь" 73.3821721587599 54.9649991053789 2012-08-23 NA
"175" 177 "Казань" "Волга" 49.0777570286051 55.6389224752485 2012-09-14 NA
"176" 178 "Санкт-Петербург" "Санкт-Петербург" 30.4553562808192 59.9463103072039 2012-10-30 NA
"177" 179 "Екатеринбург" "Урал" 60.6417933595377 56.7698003070634 2012-12-06 NA
"178" 180 "Барнаул" "Сибирь" 83.6421538731745 53.220056104908 2013-01-23 NA
"179" 181 "Москва" "Москва" 37.5186732865791 55.7475656593941 2013-02-20 NA
"180" 182 "Омск" "Сибирь" 73.3213391690784 54.9026029891734 2013-02-22 NA
"181" 183 "Москва" "Москва" 37.5444090025886 55.6887332835259 2013-03-12 NA
"182" 184 "Москва" "Москва" 37.763877512204 55.8638775641356 2013-04-10 NA
"183" 185 "Москва" "Москва" 37.6344825344547 55.7536269046391 2013-05-11 NA
"184" 186 "Москва" "Москва" 37.737941196716 55.7839862814198 2013-06-27 NA
"185" 187 "Москва" "Москва" 37.6084025457423 55.6391829600349 2013-07-11 NA
"186" 188 "Самара" "Волга" 49.9926786964221 53.0905098062946 2013-08-24 NA
"187" 189 "Москва" "Москва" 37.4965064201658 55.7847321616277 2013-10-04 NA
"188" 190 "Челябинск" "Урал" 61.4443851817751 55.0838323209123 2013-11-19 NA
"189" 191 "Иркутск" "Сибирь" 104.192346479467 52.3178597449138 2013-12-01 NA
"190" 192 "Москва" "Москва" 37.5810592397969 55.6227295049724 2013-12-27 2015-07-08
"191" 193 "Санкт-Петербург" "Санкт-Петербург" 30.2123413869288 59.9269349875414 2014-02-10 NA
"192" 194 "Санкт-Петербург" "Санкт-Петербург" 30.2585033430361 60.0860318161334 2014-03-17 NA
"193" 195 "Казань" "Волга" 49.1026701960464 55.7787243201099 2014-03-18 NA
"194" 196 "Москва" "Москва" 37.4835971394941 55.7507853829559 2014-04-18 NA
"195" 197 "Москва" "Москва" 37.699779132187 55.8972380318238 2014-04-21 NA
"196" 198 "Санкт-Петербург" "Санкт-Петербург" 30.349496180738 59.8910599203334 2014-05-19 NA
"197" 199 "Махачкала" "Юг" 47.4910314486073 42.842567090732 2014-05-28 NA
"198" 200 "Москва" "Москва" 37.5001748775752 55.8208800962452 2014-07-03 NA
"199" 201 "Ярославль" "Волга" 39.9341586723484 57.7160318739751 2014-08-13 NA
"200" 202 "Санкт-Петербург" "Санкт-Петербург" 30.3527490740052 59.8404132441172 2014-09-18 NA
"201" 203 "Хабаровск" "Дальний Восток" 135.173292809426 48.5020645026574 2014-10-04 NA
"202" 204 "Махачкала" "Юг" 47.4613005502791 43.0771411694539 2014-11-14 NA
"203" 205 "Нижний Новгород" "Волга" 43.9024397187726 56.3323215140062 2014-11-28 NA
"204" 206 "Москва" "Москва" 37.5780443162346 55.7240921965592 2014-12-01 NA
"205" 207 "Екатеринбург" "Урал" 60.6963857528997 56.789632789555 2014-12-30 NA
"206" 208 "Москва" "Москва" 37.6347090310804 55.6995417120425 2015-02-03 NA
"207" 209 "Москва" "Москва" 37.6839399543279 55.6271164849658 2015-03-13 NA
"208" 210 "Санкт-Петербург" "Санкт-Петербург" 30.2543700022266 59.8616717146496 2015-03-22 NA
"209" 211 "Красноярск" "Сибирь" 92.7707635540699 56.1564482471203 2015-05-07 NA
"210" 212 "Москва" "Москва" 37.4731770970081 55.7227940521693 2015-05-21 NA
"211" 213 "Санкт-Петербург" "Санкт-Петербург" 30.4589167762423 60.0547937824643 2015-06-15 NA
"212" 214 "Ульяновск" "Волга" 48.2588571893241 54.3345074673481 2015-07-21 NA
"213" 215 "Санкт-Петербург" "Санкт-Петербург" 30.4052820465403 59.873127146463 2015-07-31 NA
"214" 216 "Москва" "Москва" 37.6849155047597 55.8641616618285 2015-08-14 NA
"215" 217 "Нижний Новгород" "Волга" 43.912725282493 56.3215668586813 2015-08-19 NA
